transaction_id,vendor_id,vendor_name,gstin,department,category,invoice_date,due_date,payment_date,amount,has_purchase_order,invoice_number,approved_by,status
TXN0161,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Software,2024-09-15,2024-10-15,2024-10-14,324832.91,False,INV-559022,Sneha Reddy,Disputed
TXN0162,V009,Shell India,07AABCS1234F6Z2,Marketing,Hardware,2024-07-05,2024-08-04,2024-07-30,189561.73,True,INV-912085,Amit Patel,Disputed
TXN0163,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Office Supplies,2024-06-20,2024-07-20,2024-07-18,37626.37,True,INV-505341,Amit Patel,Paid
TXN0164,V010,Siemens India,27AABCS5678G7Z4,Finance,Consulting,2024-02-11,2024-03-12,2024-03-09,293456.06,True,INV-425301,Sneha Reddy,Paid
TXN0165,V010,Siemens India,27AABCS5678G7Z4,Legal,Software,2024-06-07,2024-07-07,2024-06-26,281666.42,True,INV-952686,Priya Sharma,Disputed
TXN0166,V002,Infosys Limited,29AABCI5678B2Z3,Legal,Office Supplies,2024-08-04,2024-09-03,2024-09-02,256701.8,True,INV-289019,Priya Sharma,Paid
TXN0167,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Hardware,2024-03-11,2024-04-10,2024-04-05,81697.86,True,INV-206053,Ravi Kumar,Paid
TXN0168,V010,Siemens India,27AABCS5678G7Z4,Finance,Travel,2024-07-11,2024-08-10,2024-08-07,81355.12,True,INV-908554,Priya Sharma,Pending
TXN0169,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Consulting,2024-12-12,2025-01-11,2025-01-03,361194.91,True,INV-888939,Sneha Reddy,Paid
TXN0170,V009,Shell India,07AABCS1234F6Z2,Finance,Consulting,2024-08-28,2024-09-27,2024-09-23,452467.3,True,INV-698128,Sneha Reddy,Pending
TXN0171,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Travel,2024-09-27,2024-10-27,2024-10-24,212237.11,True,INV-940181,Priya Sharma,Paid
TXN0172,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Maintenance,2024-07-09,2024-08-08,2024-08-06,279497.67,True,INV-640970,Ravi Kumar,Paid
TXN0173,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Consulting,2024-08-18,2024-09-17,2024-09-14,453126.57,True,INV-196168,Priya Sharma,Pending
TXN0174,V006,Reliance Industries,27AAACR5055K1ZT,IT,Maintenance,2024-01-28,2024-02-27,2024-02-21,201244.71,True,INV-185569,Amit Patel,Paid
TXN0175,V001,Tata Consultancy Services,27AABCT1234A1Z5,Operations,Software,2024-11-28,2024-12-28,2024-12-25,170968.73,True,INV-400814,Sneha Reddy,Paid
TXN0176,V008,Fraudulent Vendor A,27AABCT1234A1Z5,HR,Travel,2024-01-03,2024-02-02,2024-02-01,453399.46,True,INV-975522,Priya Sharma,Disputed
TXN0177,V010,Siemens India,27AABCS5678G7Z4,Marketing,Maintenance,2024-02-26,2024-03-27,2024-03-23,389205.45,True,INV-150068,Priya Sharma,Pending
TXN0178,V010,Siemens India,27AABCS5678G7Z4,HR,Software,2024-02-26,2024-03-27,2024-03-19,419160.42,True,INV-117233,Priya Sharma,Paid
TXN0179,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Software,2024-11-10,2024-12-10,2024-11-30,179643.94,True,INV-796643,Ravi Kumar,Disputed
TXN0180,V006,Reliance Industries,27AAACR5055K1ZT,IT,Travel,2024-10-05,2024-11-04,2024-10-26,256127.21,True,INV-509420,Sneha Reddy,Paid
TXN0181,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Operations,Consulting,2024-01-09,2024-02-08,2024-02-06,181761.47,True,INV-868544,Ravi Kumar,Disputed
TXN0182,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Software,2024-06-29,2024-07-29,2024-07-15,275276.8,True,INV-970720,Sneha Reddy,Pending
TXN0183,V003,Wipro Technologies,29AABCW9012C3Z1,Finance,Software,2024-08-22,2024-09-21,2024-09-17,23306.98,False,INV-309159,Ravi Kumar,Paid
TXN0184,V005,Tech Mahindra,27AABCT7890E5Z7,Marketing,Maintenance,2024-10-05,2024-11-04,2024-11-03,239332.89,True,INV-300386,Amit Patel,Paid
TXN0185,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Consulting,2024-05-19,2024-06-18,2024-06-12,66615.13,True,INV-519453,Sneha Reddy,Pending
TXN0186,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Maintenance,2024-12-20,2025-01-19,2025-01-04,251274.08,True,INV-379676,Ravi Kumar,Pending
TXN0187,V002,Infosys Limited,29AABCI5678B2Z3,HR,Travel,2024-04-02,2024-05-02,2024-04-26,275009.83,True,INV-443848,Amit Patel,Paid
TXN0188,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Office Supplies,2024-08-06,2024-09-05,2024-08-28,87489.16,True,INV-144412,Amit Patel,Disputed
TXN0189,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Operations,Office Supplies,2024-01-30,2024-02-29,2024-02-18,42145.38,True,INV-638009,Priya Sharma,Paid
TXN0190,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Office Supplies,2024-08-12,2024-09-11,2024-09-09,22225.49,True,INV-776502,Amit Patel,Paid
TXN0191,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Marketing,Software,2024-11-05,2024-12-05,2024-11-27,80951.89,True,INV-490084,Sneha Reddy,Paid
TXN0192,V010,Siemens India,27AABCS5678G7Z4,Finance,Travel,2024-07-06,2024-08-05,2024-07-25,202026.85,True,INV-218959,Ravi Kumar,Paid
TXN0193,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Maintenance,2024-10-14,2024-11-13,2024-10-31,63291.69,True,INV-567951,Priya Sharma,Disputed
TXN0194,V005,Tech Mahindra,27AABCT7890E5Z7,Legal,Maintenance,2024-04-12,2024-05-12,2024-04-28,65705.52,False,INV-281043,Sneha Reddy,Paid
TXN0195,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Consulting,2024-12-29,2025-01-28,2025-01-19,37144.84,True,INV-414527,Priya Sharma,Paid
TXN0196,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Hardware,2024-03-03,2024-04-02,2024-03-20,492640.61,True,INV-928766,Sneha Reddy,Paid
TXN0197,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Travel,2024-07-07,2024-08-06,2024-07-28,236365.89,True,INV-190403,Ravi Kumar,Paid
TXN0198,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Office Supplies,2024-09-02,2024-10-02,2024-09-19,265219.35,True,INV-702826,Ravi Kumar,Paid
TXN0199,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Software,2024-08-18,2024-09-17,2024-09-08,235587.43,True,INV-969325,Priya Sharma,Paid
TXN0200,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Marketing,Software,2024-03-04,2024-04-03,2024-03-29,261460.56,True,INV-438334,Priya Sharma,Paid
TXN0201,V009,Shell India,07AABCS1234F6Z2,Operations,Software,2024-05-08,2024-06-07,2024-06-04,100000.0,False,INV-744274,Ravi Kumar,Disputed
TXN0202,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Travel,2024-03-19,2024-04-18,2024-04-08,89744.31,True,INV-734534,Amit Patel,Disputed
TXN0203,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Software,2024-01-24,2024-02-23,2024-02-10,474530.69,True,INV-782759,Priya Sharma,Disputed
TXN0204,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Marketing,Office Supplies,2024-01-16,2024-02-15,2024-02-04,251528.84,True,INV-773088,Amit Patel,Pending
TXN0205,V004,HCL Technologies,06AABCH3456D4Z9,Legal,Maintenance,2024-06-01,2024-07-01,2024-06-19,229504.35,False,INV-560959,Sneha Reddy,Pending
TXN0206,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Consulting,2024-11-06,2024-12-06,2024-11-22,76116.0,True,INV-869864,Amit Patel,Pending
TXN0207,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Travel,2024-10-14,2024-11-13,2024-11-09,57561.05,True,INV-380464,Sneha Reddy,Paid
TXN0208,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Software,2024-05-28,2024-06-27,2024-06-13,472965.52,True,INV-360330,Priya Sharma,Paid
TXN0209,V010,Siemens India,27AABCS5678G7Z4,Legal,Consulting,2024-04-07,2024-05-07,2024-04-29,382745.08,True,INV-589491,Sneha Reddy,Paid
TXN0210,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Software,2024-07-20,2024-08-19,2024-08-15,255195.01,True,INV-470037,Ravi Kumar,Paid
TXN0211,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Travel,2024-11-30,2024-12-30,2024-12-25,337897.7,True,INV-988324,Ravi Kumar,Pending
TXN0212,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Office Supplies,2024-07-06,2024-08-05,2024-07-30,383109.1,False,INV-153642,Priya Sharma,Paid
TXN0213,V009,Shell India,07AABCS1234F6Z2,Operations,Software,2024-07-16,2024-08-15,2024-08-02,254606.49,True,INV-965401,Ravi Kumar,Paid
TXN0214,V002,Infosys Limited,29AABCI5678B2Z3,HR,Consulting,2024-06-22,2024-07-22,2024-07-16,281126.76,True,INV-308727,Sneha Reddy,Disputed
TXN0215,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Software,2024-03-11,2024-04-10,2024-03-28,358227.96,True,INV-579187,Priya Sharma,Disputed
TXN0216,V009,Shell India,07AABCS1234F6Z2,Finance,Consulting,2024-11-09,2024-12-09,2024-12-02,162672.37,True,INV-875232,Amit Patel,Disputed
TXN0217,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Travel,2024-09-29,2024-10-29,2024-10-19,247474.09,True,INV-955374,Ravi Kumar,Paid
TXN0218,V006,Reliance Industries,27AAACR5055K1ZT,Legal,Software,2024-08-01,2024-08-31,2024-08-18,293932.56,True,INV-821466,Ravi Kumar,Disputed
TXN0219,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Office Supplies,2024-10-23,2024-11-22,2024-11-10,290929.03,False,INV-603787,Priya Sharma,Disputed
TXN0220,V010,Siemens India,27AABCS5678G7Z4,HR,Hardware,2024-12-14,2025-01-13,2025-01-03,124887.3,True,INV-215233,Priya Sharma,Paid
TXN0221,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Maintenance,2024-03-18,2024-04-17,2024-04-13,209415.25,True,INV-912617,Sneha Reddy,Paid
TXN0222,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Hardware,2024-10-14,2024-11-13,2024-11-02,165899.52,True,INV-495129,Amit Patel,Paid
TXN0223,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Consulting,2024-10-06,2024-11-05,2024-10-23,180372.06,True,INV-813813,Amit Patel,Disputed
TXN0224,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Hardware,2024-05-22,2024-06-21,2024-06-17,281252.89,True,INV-412071,Amit Patel,Paid
TXN0225,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Operations,Maintenance,2024-06-27,2024-07-27,2024-07-12,282441.36,True,INV-386741,Amit Patel,Paid
TXN0226,V010,Siemens India,27AABCS5678G7Z4,Legal,Travel,2024-07-13,2024-08-12,2024-10-07,448401.43,True,INV-910616,Priya Sharma,Paid
TXN0227,V001,Tata Consultancy Services,27AABCT1234A1Z5,Operations,Office Supplies,2024-02-10,2024-03-11,2024-03-03,176449.94,True,INV-883641,Sneha Reddy,Paid
TXN0228,V004,HCL Technologies,06AABCH3456D4Z9,Marketing,Consulting,2024-10-14,2024-11-13,2024-11-10,349604.79,True,INV-876880,Priya Sharma,Paid
TXN0229,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Travel,2024-04-25,2024-05-25,2024-05-24,320782.56,True,INV-446337,Sneha Reddy,Paid
TXN0230,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Travel,2024-03-21,2024-04-20,2024-04-05,206419.19,True,INV-598807,Sneha Reddy,Paid
TXN0231,V005,Tech Mahindra,27AABCT7890E5Z7,Operations,Consulting,2024-11-26,2024-12-26,2024-12-13,34285.48,False,INV-702022,Priya Sharma,Disputed
TXN0232,V001,Tata Consultancy Services,27AABCT1234A1Z5,Finance,Maintenance,2024-03-31,2024-04-30,2024-04-29,467291.69,True,INV-516278,Sneha Reddy,Paid
TXN0233,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Software,2024-06-01,2024-07-01,2024-06-29,286141.12,True,INV-451317,Amit Patel,Pending
TXN0234,V009,Shell India,07AABCS1234F6Z2,Marketing,Maintenance,2024-03-09,2024-04-08,2024-03-31,426274.57,True,INV-948102,Ravi Kumar,Paid
TXN0235,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Maintenance,2024-11-27,2024-12-27,2024-12-24,132346.12,False,INV-453487,Amit Patel,Disputed
TXN0236,V004,HCL Technologies,06AABCH3456D4Z9,Finance,Travel,2024-11-23,2024-12-23,2024-12-09,449036.17,True,INV-443856,Ravi Kumar,Pending
TXN0237,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Hardware,2024-09-01,2024-10-01,2024-09-27,165182.83,False,INV-502206,Priya Sharma,Pending
TXN0238,V005,Tech Mahindra,27AABCT7890E5Z7,Operations,Consulting,2024-10-25,2024-11-24,2024-11-23,362826.85,True,INV-477017,Priya Sharma,Paid
TXN0239,V002,Infosys Limited,29AABCI5678B2Z3,HR,Consulting,2024-03-22,2024-04-21,2024-04-12,205681.22,True,INV-837733,Amit Patel,Paid
TXN0240,V005,Tech Mahindra,27AABCT7890E5Z7,Operations,Travel,2024-04-23,2024-05-23,2024-05-20,113468.66,True,INV-577079,Amit Patel,Pending
TXN0241,V009,Shell India,07AABCS1234F6Z2,HR,Travel,2024-12-06,2025-01-05,2024-12-23,413673.74,False,INV-891401,Ravi Kumar,Disputed
TXN0242,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Office Supplies,2024-07-04,2024-08-03,2024-07-24,43660.85,True,INV-969032,Priya Sharma,Disputed
TXN0243,V009,Shell India,07AABCS1234F6Z2,Finance,Hardware,2024-06-16,2024-07-16,2024-07-08,427970.57,True,INV-315379,Sneha Reddy,Paid
TXN0244,V009,Shell India,07AABCS1234F6Z2,HR,Software,2024-08-20,2024-09-19,2024-09-12,70312.45,True,INV-160541,Sneha Reddy,Paid
TXN0245,V001,Tata Consultancy Services,27AABCT1234A1Z5,HR,Consulting,2024-01-02,2024-02-01,2024-01-22,374173.22,False,INV-544278,Amit Patel,Paid
TXN0246,V009,Shell India,07AABCS1234F6Z2,IT,Software,2024-08-29,2024-09-28,2024-09-21,20708.76,True,INV-242007,Sneha Reddy,Paid
TXN0247,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Maintenance,2024-07-11,2024-08-10,2024-07-30,44723.75,True,INV-239449,Amit Patel,Paid
TXN0248,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Maintenance,2024-09-27,2024-10-27,2024-10-23,68036.81,True,INV-892911,Ravi Kumar,Paid
TXN0249,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Legal,Office Supplies,2024-10-05,2024-11-04,2024-10-28,214943.37,True,INV-359535,Sneha Reddy,Paid
TXN0250,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Hardware,2024-02-27,2024-03-28,2024-03-17,20947.57,True,INV-903265,Ravi Kumar,Paid
TXN0251,V004,HCL Technologies,06AABCH3456D4Z9,IT,Software,2024-10-31,2024-11-30,2024-11-26,10000.0,True,INV-521805,Sneha Reddy,Paid
TXN0252,V009,Shell India,07AABCS1234F6Z2,Finance,Software,2024-03-12,2024-04-11,2024-04-06,254428.45,True,INV-867051,Amit Patel,Disputed
TXN0253,V010,Siemens India,27AABCS5678G7Z4,Legal,Consulting,2024-05-01,2024-05-31,2024-05-28,154373.4,True,INV-646571,Priya Sharma,Pending
TXN0254,V005,Tech Mahindra,27AABCT7890E5Z7,Operations,Software,2024-10-12,2024-11-11,2024-10-27,474517.53,True,INV-283640,Sneha Reddy,Disputed
TXN0255,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Consulting,2024-11-25,2024-12-25,2024-12-12,337314.55,True,INV-830132,Sneha Reddy,Pending
TXN0256,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Maintenance,2024-04-04,2024-05-04,2024-04-26,378435.97,True,INV-336290,Amit Patel,Paid
TXN0257,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Travel,2024-07-30,2024-08-29,2024-08-20,484054.16,True,INV-507286,Priya Sharma,Paid
TXN0258,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Office Supplies,2024-02-10,2024-03-11,2024-02-26,461501.92,True,INV-661654,Priya Sharma,Paid
TXN0259,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Office Supplies,2024-11-05,2024-12-05,2024-11-21,303446.41,False,INV-943737,Priya Sharma,Pending
TXN0260,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Consulting,2024-01-08,2024-02-07,2024-02-03,109844.85,True,INV-223014,Sneha Reddy,Paid
TXN0261,V010,Siemens India,27AABCS5678G7Z4,Legal,Hardware,2024-07-22,2024-08-21,2024-08-12,457987.6,True,INV-396809,Sneha Reddy,Pending
TXN0262,V009,Shell India,07AABCS1234F6Z2,Legal,Consulting,2024-06-06,2024-07-06,2024-06-27,134473.01,True,INV-588640,Ravi Kumar,Pending
TXN0263,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Consulting,2024-06-09,2024-07-09,2024-06-29,209895.43,True,INV-877259,Priya Sharma,Paid
TXN0264,V005,Tech Mahindra,27AABCT7890E5Z7,Marketing,Travel,2024-10-23,2024-11-22,2024-11-17,361405.91,True,INV-445888,Priya Sharma,Pending
TXN0265,V010,Siemens India,27AABCS5678G7Z4,Finance,Maintenance,2024-10-08,2024-11-07,2024-10-27,329030.94,True,INV-900441,Sneha Reddy,Pending
TXN0266,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Office Supplies,2024-06-29,2024-07-29,2024-07-17,88786.53,True,INV-292988,Ravi Kumar,Disputed
TXN0267,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Office Supplies,2024-01-25,2024-02-24,2024-02-17,383347.73,True,INV-761338,Priya Sharma,Paid
TXN0268,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Hardware,2024-09-15,2024-10-15,2024-10-14,230724.78,True,INV-799143,Sneha Reddy,Pending
TXN0269,V001,Tata Consultancy Services,27AABCT1234A1Z5,IT,Travel,2024-10-09,2024-11-08,2024-11-07,208612.56,True,INV-388086,Amit Patel,Paid
TXN0270,V009,Shell India,07AABCS1234F6Z2,Legal,Office Supplies,2024-08-08,2024-09-07,2024-08-23,404053.01,True,INV-200992,Priya Sharma,Paid
TXN0271,V004,HCL Technologies,06AABCH3456D4Z9,Marketing,Travel,2024-05-09,2024-06-08,2024-06-03,408531.12,True,INV-182857,Amit Patel,Pending
TXN0272,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Hardware,2024-12-22,2025-01-21,2025-01-10,116799.34,True,INV-184532,Ravi Kumar,Paid
TXN0273,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Maintenance,2024-10-09,2024-11-08,2024-10-28,240622.52,False,INV-279708,Ravi Kumar,Pending
TXN0274,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Legal,Consulting,2024-10-16,2024-11-15,2024-11-13,488777.97,True,INV-144618,Priya Sharma,Paid
TXN0275,V010,Siemens India,27AABCS5678G7Z4,HR,Consulting,2024-01-24,2024-02-23,2024-02-12,462458.84,True,INV-669408,Ravi Kumar,Paid
TXN0276,V006,Reliance Industries,27AAACR5055K1ZT,IT,Hardware,2024-10-27,2024-11-26,2024-11-12,76374.82,True,INV-517643,Ravi Kumar,Paid
TXN0277,V003,Wipro Technologies,29AABCW9012C3Z1,Marketing,Hardware,2024-10-17,2024-11-16,2024-11-09,418152.03,True,INV-666820,Amit Patel,Pending
TXN0278,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Office Supplies,2024-02-10,2024-03-11,2024-03-05,252892.46,False,INV-558320,Priya Sharma,Paid
TXN0279,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Travel,2024-10-31,2024-11-30,2024-11-17,201368.01,True,INV-764926,Amit Patel,Pending
TXN0280,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Consulting,2024-10-10,2024-11-09,2024-11-02,470865.71,True,INV-714334,Sneha Reddy,Paid
TXN0281,V010,Siemens India,27AABCS5678G7Z4,Operations,Hardware,2024-02-07,2024-03-08,2024-03-05,45608.81,False,INV-921968,Priya Sharma,Pending
TXN0282,V006,Reliance Industries,27AAACR5055K1ZT,Operations,Software,2024-02-16,2024-03-17,2024-03-12,7571.64,True,INV-898329,Amit Patel,Paid
TXN0283,V003,Wipro Technologies,29AABCW9012C3Z1,IT,Hardware,2024-08-08,2024-09-07,2024-08-29,227177.62,True,INV-208310,Ravi Kumar,Paid
TXN0284,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Software,2024-11-01,2024-12-01,2024-11-25,301031.68,True,INV-112940,Amit Patel,Pending
TXN0285,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,IT,Office Supplies,2024-10-13,2024-11-12,2024-11-08,453077.75,True,INV-277820,Sneha Reddy,Paid
TXN0286,V003,Wipro Technologies,29AABCW9012C3Z1,Operations,Consulting,2024-05-17,2024-06-16,2024-06-14,249096.35,True,INV-389366,Sneha Reddy,Paid
TXN0287,V008,Fraudulent Vendor A,27AABCT1234A1Z5,IT,Consulting,2024-05-08,2024-06-07,2024-05-26,472390.04,True,INV-722651,Priya Sharma,Pending
TXN0288,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Consulting,2024-01-04,2024-02-03,2024-01-28,474667.61,True,INV-498343,Amit Patel,Pending
TXN0289,V006,Reliance Industries,27AAACR5055K1ZT,HR,Office Supplies,2024-10-31,2024-11-30,2024-11-24,72381.61,True,INV-829066,Priya Sharma,Pending
TXN0290,V006,Reliance Industries,27AAACR5055K1ZT,Finance,Maintenance,2024-06-12,2024-07-12,2024-06-30,149266.84,True,INV-703853,Priya Sharma,Paid
TXN0291,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Operations,Maintenance,2024-07-05,2024-08-04,2024-07-25,61374.47,True,INV-672133,Priya Sharma,Disputed
TXN0292,V001,Tata Consultancy Services,27AABCT1234A1Z5,Legal,Maintenance,2024-12-28,2025-01-27,2025-01-14,108775.96,True,INV-826490,Ravi Kumar,Pending
TXN0293,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Office Supplies,2024-06-04,2024-07-04,2024-06-23,124800.48,True,INV-543681,Sneha Reddy,Paid
TXN0294,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Marketing,Maintenance,2024-10-25,2024-11-24,2024-11-15,203398.52,True,INV-825309,Sneha Reddy,Disputed
TXN0295,V001,Tata Consultancy Services,27AABCT1234A1Z5,Operations,Office Supplies,2024-10-01,2024-10-31,2024-10-16,298940.87,False,INV-906306,Priya Sharma,Paid
TXN0296,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Travel,2024-01-23,2024-02-22,2024-02-11,283794.04,True,INV-519029,Amit Patel,Pending
TXN0297,V002,Infosys Limited,29AABCI5678B2Z3,IT,Software,2024-05-12,2024-06-11,2024-05-30,114890.53,True,INV-708717,Priya Sharma,Pending
TXN0298,V006,Reliance Industries,27AAACR5055K1ZT,HR,Maintenance,2024-12-13,2025-01-12,2025-01-03,296352.03,True,INV-125755,Sneha Reddy,Paid
TXN0299,V005,Tech Mahindra,27AABCT7890E5Z7,HR,Software,2024-02-29,2024-03-30,2024-03-18,416502.28,True,INV-427040,Amit Patel,Pending
TXN0300,V004,HCL Technologies,06AABCH3456D4Z9,Marketing,Maintenance,2024-06-27,2024-07-27,2024-07-19,240700.45,True,INV-574425,Amit Patel,Paid
TXN0301,V005,Tech Mahindra,27AABCT7890E5Z7,IT,Office Supplies,2024-02-28,2024-03-29,2024-06-09,100000.0,True,INV-938913,Priya Sharma,Paid
TXN0302,V009,Shell India,07AABCS1234F6Z2,Finance,Travel,2024-03-22,2024-04-21,2024-04-14,168839.88,True,INV-343118,Sneha Reddy,Paid
TXN0303,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Office Supplies,2024-08-09,2024-09-08,2024-08-27,200813.28,True,INV-306909,Sneha Reddy,Disputed
TXN0304,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Software,2024-12-26,2025-01-25,2025-01-20,111324.07,True,INV-948014,Ravi Kumar,Disputed
TXN0305,V002,Infosys Limited,29AABCI5678B2Z3,Marketing,Hardware,2024-07-06,2024-08-05,2024-07-28,166362.53,True,INV-803281,Sneha Reddy,Disputed
TXN0306,V006,Reliance Industries,27AAACR5055K1ZT,Marketing,Maintenance,2024-11-08,2024-12-08,2024-12-06,199309.28,True,INV-986589,Sneha Reddy,Disputed
TXN0307,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Office Supplies,2024-06-01,2024-07-01,2024-06-21,459747.88,False,INV-240454,Amit Patel,Paid
TXN0308,V004,HCL Technologies,06AABCH3456D4Z9,Operations,Software,2024-04-03,2024-05-03,2024-04-30,189786.51,True,INV-538555,Priya Sharma,Disputed
TXN0309,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Hardware,2024-09-06,2024-10-06,2024-09-24,319573.31,True,INV-281649,Priya Sharma,Pending
TXN0310,V005,Tech Mahindra,27AABCT7890E5Z7,Finance,Hardware,2024-06-10,2024-07-10,2024-06-30,421782.68,False,INV-476479,Ravi Kumar,Pending
TXN0311,V003,Wipro Technologies,29AABCW9012C3Z1,Finance,Maintenance,2024-10-14,2024-11-13,2024-11-05,255191.82,True,INV-615611,Sneha Reddy,Pending
TXN0312,V008,Fraudulent Vendor A,27AABCT1234A1Z5,Finance,Software,2024-10-16,2024-11-15,2024-11-02,20276.05,True,INV-134283,Amit Patel,Paid
TXN0313,V009,Shell India,07AABCS1234F6Z2,Operations,Hardware,2024-08-22,2024-09-21,2024-09-08,284996.98,True,INV-676429,Ravi Kumar,Disputed
TXN0314,V002,Infosys Limited,29AABCI5678B2Z3,Operations,Travel,2024-07-06,2024-08-05,2024-07-23,273311.47,False,INV-853905,Sneha Reddy,Disputed
TXN0315,V004,HCL Technologies,06AABCH3456D4Z9,HR,Software,2024-11-30,2024-12-30,2024-12-25,376916.02,True,INV-133796,Sneha Reddy,Paid
TXN0316,V006,Reliance Industries,27AAACR5055K1ZT,IT,Maintenance,2024-03-01,2024-03-31,2024-03-27,388937.67,True,INV-873443,Amit Patel,Disputed
TXN0317,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,Finance,Travel,2024-03-12,2024-04-11,2024-03-28,393500.41,True,INV-162241,Amit Patel,Disputed
TXN0318,V005,Tech Mahindra,27AABCT7890E5Z7,Marketing,Travel,2024-03-27,2024-04-26,2024-04-14,165208.54,True,INV-700556,Amit Patel,Disputed
TXN0319,V002,Infosys Limited,29AABCI5678B2Z3,Finance,Maintenance,2024-01-31,2024-03-01,2024-02-16,496280.68,True,INV-835499,Priya Sharma,Paid
TXN0320,V003,Wipro Technologies,29AABCW9012C3Z1,Legal,Consulting,2024-05-06,2024-06-05,2024-05-25,381929.43,True,INV-249077,Amit Patel,Pending
TXN0321,V007,HDFC Bank Ltd,27AAHCH4118H1ZK,HR,Software,2024-11-20,2024-12-20,2024-12-07,398326.32,False,INV-640659,Amit Patel,Paid
